OTU_ID,GUA01,GUA02,GUA03,GUA04,GUA05,GUA06,GUA07,GUA08,GUA09,GUA10,GUA11,GUA12,GUA13,GUA14,GUA15,GUA16,GUA17,GUA18,GUA19,GUA20,GUA21,GUA22,GUA23,GUA24,GUA25,GUA26,GUA27,GUA28,GUA29,GUA30,GUA31,GUA32,GUA33,GUA34,GUA35,GUA36,GUA37,GUA38,GUA39,GUA40,GUA41,GUA42,GUA43,GUA44,GUA45,GUA46,GUA47,GUA48,GUA49,GUA50,GUA51,GUA52,GUA53,GUA54,GUA55,GUA56,GUA57,GUA58,GUA59,GUA60,GUA61,GUA62,GUA63,GUA64,GUA65,GUA66,GUA67,GUA68,GUA69,GUA70,GUA71,GUA72,GUA73,GUA74,GUA80,GUA81,GUA82
OTU_83,8,0,0,1,10,3,0,12,12,28,0,10,0,0,0,6,1,10,0,0,2,0,0,0,0,3,0,0,0,12,0,33,28,4,0,0,1,1,8,0,0,0,0,12,0,6,0,18,16,3,0,0,0,10,0,19,0,3,0,0,2,0,3,8,5,2,0,13,2,16,0,4,0,3,7,0,0
OTU_84,0,0,0,2,5,0,0,0,0,5,14,0,5,0,0,27,8,2,19,14,2,0,20,24,6,5,25,0,11,0,21,5,0,12,2,30,0,17,0,0,8,0,40,8,0,0,0,0,5,16,0,9,0,0,0,3,0,0,0,0,3,0,2,0,0,2,0,0,1,6,8,5,1,0,0,13,0
OTU_85,0,3,0,0,6,22,0,30,0,28,0,0,7,0,0,0,0,26,6,0,62,4,8,0,0,0,0,1,0,0,0,0,36,8,0,0,3,9,0,0,32,3,0,0,4,4,0,42,0,0,0,11,6,0,0,8,0,0,14,19,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,31,0
OTU_86,1,11,4,3,0,0,0,0,0,7,0,44,0,0,0,44,0,0,22,9,0,0,0,10,4,0,0,34,0,9,0,3,0,0,0,0,2,0,10,14,0,0,10,8,18,0,7,0,3,0,5,0,0,0,7,0,0,2,0,0,0,0,0,0,12,0,0,22,2,0,24,0,0,1,0,2,4
OTU_87,0,5,0,0,0,0,1,0,0,0,42,17,0,0,0,0,4,24,0,0,0,43,0,3,0,3,13,12,16,0,139,0,1,4,1,0,2,2,0,12,4,0,18,3,0,0,0,0,0,0,0,8,0,6,0,39,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,24,0,0,0,14
OTU_88,0,0,0,0,0,0,0,0,0,0,34,35,0,0,0,0,0,39,3,0,2,0,0,2,11,0,3,0,0,8,1,0,0,0,0,0,3,12,15,0,1,7,6,0,0,3,0,0,10,0,18,0,0,5,0,4,0,0,0,11,0,0,0,2,0,3,0,0,0,40,8,5,0,18,0,46,0
OTU_89,7,0,0,3,4,1,11,14,1,0,0,3,0,3,5,0,0,0,0,0,8,3,1,0,0,6,0,251,2,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,11,0,0,1,7,2,6,0,0,0,0,0,0,11,31,4,0,0,0
OTU_90,0,19,0,0,0,18,5,14,0,23,1,0,2,1,0,0,0,8,0,0,0,0,0,12,4,0,0,16,0,0,0,23,0,0,10,0,0,1,0,0,5,3,2,4,1,0,7,6,0,0,19,21,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,26
OTU_91,0,0,4,0,23,11,10,2,0,0,0,0,12,0,36,25,0,2,0,0,0,0,0,1,16,0,0,0,2,2,0,11,21,0,0,0,0,0,0,14,0,0,0,0,9,0,5,0,0,0,24,2,1,24,15,0,16,0,0,0,10,25,3,0,0,0,0,1,0,0,0,39,0,0,0,1,111
OTU_92,3,0,0,6,8,0,0,0,1,6,0,10,0,8,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,4,0,0,10,0,1,0,11,0,0,0,0,0,0,3,0,5,0,0,0,3,4,0,0,0,0,0,0,0,6,21,7,0,5,0,13,29
OTU_93,24,0,0,0,10,5,15,2,7,0,0,61,0,0,8,0,0,19,0,0,0,6,0,1,8,7,16,3,0,8,0,0,2,0,0,5,0,0,7,0,4,0,2,0,0,0,6,0,7,0,6,0,0,14,2,39,0,15,0,26,0,0,2,0,14,4,3,0,14,0,6,0,0,0,10,3,21
OTU_94,0,0,0,14,0,0,53,7,10,0,0,0,17,0,0,0,1,0,0,0,0,0,0,6,6,15,0,29,0,7,25,0,0,21,17,0,0,3,3,2,8,4,3,2,0,22,3,0,0,10,0,0,20,0,0,2,0,0,0,1,0,0,0,0,10,1,0,6,0,0,0,14,0,11,0,0,140
OTU_95,78,29,0,9,7,1,0,24,4,11,0,2,4,0,3,2,3,0,2,8,4,0,0,0,10,5,0,0,0,14,0,0,0,15,0,4,0,0,0,0,0,0,0,0,11,13,0,0,18,0,5,3,0,10,0,0,0,16,0,0,1,0,0,0,29,8,10,0,0,0,6,6,0,0,0,14,1
OTU_96,21,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,7,0,11,0,0,0,0,0,1,0,0,0,0,16,0,0,16,0,0,5,0,0,0,20,0,2,2,15,3,1,0,7,2,0,61,0,5,5,4,13,19,0,2,26,6,41,0,0,0,5,5,0,0,5,5,0,0
OTU_97,9,16,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,3,0,4,0,81,9,4,0,0,0,0,0,0,19,0,8,0,6,3,0,4,1,0,26,13,0,0,4,2,0,0,3,5,13,0,0,0,21,11,0,0,0,39,0,50,0,0,17,0,0,7,0,5,0,0,0,0,0
OTU_98,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,14,7,0,14,0,2,0,0,0,3,0,3,0,31,0,1,0,19,0,0,0,12,0,10,0,0,0,0,7,0,0,0,0,33,0,0,0,1,0,3,4,0,3,112,17,0,12,0,0,0,0,0,14,0,4,0,0,0,1,0,8,4
OTU_99,0,0,0,0,0,2,0,5,6,11,21,0,33,0,15,0,29,8,3,0,0,0,2,4,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,19,18,4,0,0,0,0,0,0,0,13,31,20,0,11,0,18,0,0,0,3,5,0,0,0,0,0,0,5,0,0,14,0,24,0,2,0
OTU_100,0,0,37,1,0,1,10,8,0,0,4,7,0,0,111,0,0,13,0,6,0,0,0,0,0,9,0,29,0,0,16,3,0,0,0,75,0,0,0,0,2,0,0,0,99,1,14,0,0,0,5,0,0,0,0,0,5,2,5,0,0,0,0,7,0,0,0,0,0,0,2,4,7,0,1,0,0
OTU_101,0,0,0,8,0,0,0,0,0,0,13,6,8,4,8,8,0,0,0,0,0,17,4,0,0,0,6,5,0,2,0,0,14,5,0,0,0,0,5,5,6,0,14,0,36,0,0,0,0,5,54,5,0,12,0,0,0,3,0,12,57,0,1,3,4,0,0,0,0,15,0,0,0,0,124,5,4
OTU_102,4,11,0,5,26,0,0,11,23,1,0,0,8,0,2,2,0,0,0,0,0,0,1,0,0,0,22,0,0,5,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,5,13,2,0,0,0,0,0,6,28,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,0,0,19,0,1,28
OTU_103,0,0,8,0,3,0,3,15,0,0,0,0,4,0,36,0,0,0,8,10,0,15,0,0,0,4,0,0,0,0,9,0,0,13,0,7,38,0,0,0,10,0,38,0,0,4,0,0,0,0,0,33,5,20,0,0,6,6,5,0,0,0,0,19,0,4,1,0,0,0,0,0,0,0,4,0,30
OTU_104,5,0,0,0,6,0,0,6,0,19,0,0,0,3,2,0,2,0,0,4,4,11,0,5,0,0,0,0,0,0,0,8,23,18,0,0,0,0,3,0,0,0,6,23,10,28,0,0,4,0,0,0,0,5,11,4,2,0,6,0,7,103,0,23,11,8,0,0,4,0,2,0,7,0,0,0,0
OTU_105,1,2,0,0,2,0,0,0,23,2,11,0,0,17,17,0,0,0,5,0,0,46,0,0,0,13,0,0,3,0,0,0,0,0,0,39,0,0,11,0,4,0,18,0,0,0,0,3,6,0,0,0,0,0,0,15,0,0,4,0,0,0,0,22,36,0,15,5,0,9,0,0,7,0,12,0,14
OTU_106,0,0,0,8,8,0,0,0,0,8,0,25,0,3,0,4,0,1,0,10,13,14,0,2,0,0,0,0,0,0,1,19,12,0,18,0,0,0,0,0,0,1,0,4,21,16,0,0,0,0,9,7,6,28,0,0,7,4,0,0,4,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0
OTU_107,0,0,1,0,4,5,2,0,86,0,0,0,5,29,16,0,2,18,8,2,3,1,6,0,0,0,17,0,0,0,0,20,0,4,0,0,0,0,1,0,0,0,0,109,0,0,0,15,0,17,3,0,0,1,0,38,0,38,0,0,7,6,5,23,0,0,20,0,0,0,8,0,8,0,97,0,1
OTU_108,0,0,13,26,0,4,11,0,66,0,0,0,4,0,0,9,1,4,0,0,13,10,37,9,5,2,0,0,0,6,1,0,0,9,0,0,0,25,0,0,37,0,0,2,10,0,0,0,0,0,0,0,14,0,9,0,13,0,0,0,57,0,3,7,0,0,2,0,0,0,6,8,4,0,0,0,4
OTU_109,0,7,16,2,0,0,3,0,0,0,0,0,8,0,0,0,3,29,5,0,0,0,0,0,0,10,1,0,3,0,2,15,0,0,0,0,0,0,11,0,19,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,53,0,0,0,0,0,26,0,6,0,0,15,0,0,0,0,90
OTU_110,49,0,0,0,21,3,0,0,7,0,0,11,4,0,0,26,0,0,0,9,0,0,0,2,5,9,20,0,0,1,11,29,26,0,0,0,0,0,5,1,3,7,0,0,0,24,0,5,0,0,12,7,0,8,5,63,0,0,4,0,18,0,0,0,0,0,11,0,0,0,0,24,6,0,0,0,0
OTU_111,0,3,0,0,0,12,0,0,3,0,31,0,0,8,0,6,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,6,0,2,0,0,14,36,0,0,0,24,20,0,0,0,0,0,0,0,0,23,2,2,26,2,0,0,0,0,23,0,0,1,0,5,0,2,0,0,0,0,0,0,0
OTU_112,7,0,0,0,0,0,5,17,2,0,0,16,0,35,0,0,5,0,0,0,0,1,0,0,0,0,0,10,0,0,56,0,12,9,12,0,0,0,0,1,0,0,0,4,1,13,0,14,0,11,0,0,0,4,0,0,22,0,14,0,0,3,0,0,9,0,6,0,0,0,11,5,0,0,0,1,0
OTU_113,9,5,0,1,0,0,8,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,8,31,19,0,2,13,0,0,0,0,0,0,0,35,0,0,30,0,0,0,0,6,0,19,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,18,25,24,3,0,0,13,0,0,0,7,0,0,0,0,8
OTU_114,10,7,0,8,11,9,10,0,0,0,17,1,2,0,0,0,0,4,0,18,0,0,4,0,30,0,0,15,6,5,11,0,0,0,0,0,47,3,1,0,0,3,0,0,0,1,9,8,4,0,0,0,9,0,7,0,0,8,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
OTU_115,2,2,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,5,9,6,11,43,0,1,16,0,10,2,0,0,0,0,0,0,0,5,8,0,0,13,0,0,0,0,6,30,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,0,9,0,14,1,0,9,0
OTU_116,4,32,0,0,0,0,0,7,13,5,0,29,0,16,5,0,3,3,0,4,0,0,0,1,0,8,23,36,3,16,0,0,12,0,6,2,0,0,10,23,0,0,0,8,5,0,0,0,0,14,0,36,0,17,7,14,0,0,9,3,0,0,12,2,0,10,7,0,0,7,9,0,0,1,5,0,26
OTU_117,0,18,0,0,0,0,0,0,6,6,0,23,0,0,11,0,11,5,3,0,0,15,0,0,0,0,0,0,5,2,0,0,0,36,0,0,0,0,0,0,6,4,0,0,0,26,24,8,0,0,0,4,0,20,0,29,2,0,0,11,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,7,0
OTU_118,0,3,13,0,25,55,0,0,1,0,0,0,4,16,0,6,0,4,0,1,0,0,4,0,0,0,19,13,5,4,10,0,0,0,0,6,14,0,18,6,2,0,0,0,0,0,0,2,0,0,25,4,2,4,0,0,0,0,6,0,0,10,6,0,0,0,0,0,0,0,0,0,0,4,39,0,0
OTU_119,0,0,21,1,9,17,1,2,24,0,0,0,24,0,0,0,9,6,0,0,1,0,0,3,1,0,0,0,7,0,0,0,0,0,3,0,16,6,0,0,0,3,10,2,0,0,3,39,4,0,9,0,0,0,0,5,0,0,0,0,2,14,0,0,44,4,32,0,2,0,0,0,4,0,0,0,0
OTU_120,0,14,9,0,0,10,0,18,3,0,0,0,0,2,0,0,0,2,11,17,0,0,19,0,0,0,0,0,0,0,21,6,6,0,0,2,0,0,0,0,8,0,1,10,3,21,0,13,0,0,4,0,12,0,29,0,0,0,2,7,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_121,0,30,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,25,4,0,0,2,0,0,0,0,3,0,20,0,0,33,5,7,0,0,13,4,0,0,0,4,1,6,13,44,2,0,0,28,0,2,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,4,0,56,0,0,0,0,0,0,8
OTU_122,0,0,0,0,0,8,31,1,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,11,35,1,0,0,0,0,36,8,20,0,0,0,9,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,39,0,27,0,2,0,19,0,0,0,0,0,0,19,5,9
OTU_123,0,0,6,4,0,53,0,64,2,0,2,11,8,0,16,0,0,0,0,4,0,20,0,0,0,0,0,4,0,0,0,0,3,0,10,0,0,5,4,55,0,0,4,0,0,0,13,29,0,8,0,12,0,5,0,0,4,0,0,0,1,15,2,5,0,0,1,0,23,0,0,0,0,16,0,0,0
OTU_124,0,0,0,0,0,0,0,26,0,5,17,0,0,0,1,0,8,13,4,0,0,0,0,0,20,0,10,4,0,0,2,0,0,0,0,56,0,0,0,3,6,0,0,0,4,5,0,0,0,7,0,0,12,0,0,9,0,14,8,0,11,0,0,0,0,8,0,9,0,9,0,26,6,0,0,0,8
OTU_125,2,1,13,0,2,36,0,0,4,1,19,3,0,0,1,1,0,0,0,0,92,5,5,0,0,0,0,0,5,11,0,0,0,3,35,19,1,0,0,0,0,5,0,0,9,0,0,0,0,9,0,0,3,0,0,0,0,10,0,0,0,0,0,0,11,0,0,11,0,0,1,8,0,14,0,2,0
OTU_126,0,0,2,10,0,0,0,4,0,0,1,3,9,10,0,5,0,0,14,0,0,0,0,0,0,36,0,8,0,0,4,21,0,10,0,0,8,0,1,4,16,0,0,2,0,0,0,0,6,2,0,12,74,2,0,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,0,0,3,4,0,1,0
OTU_127,12,0,0,0,4,0,0,21,20,0,2,2,0,28,0,0,0,0,9,0,0,0,0,6,14,3,4,0,0,0,12,57,0,0,12,0,0,0,10,8,0,0,0,0,5,29,0,0,49,0,0,0,7,5,0,0,0,0,6,0,0,2,0,0,0,5,0,3,0,5,0,0,18,10,0,0,0
OTU_128,13,75,0,0,0,0,0,0,14,0,0,4,6,0,0,0,1,0,7,4,3,0,0,0,3,0,14,3,7,0,10,17,2,0,4,0,0,46,0,0,0,0,0,27,0,0,0,0,9,0,10,0,14,11,2,3,14,5,36,12,0,0,0,3,0,0,17,0,0,0,39,0,0,0,0,0,12
OTU_129,2,4,0,1,2,0,0,0,14,0,24,0,0,0,12,0,3,5,0,0,24,3,0,3,0,0,0,17,0,4,0,0,2,11,0,0,34,13,0,7,15,32,0,0,0,6,0,0,12,0,0,4,0,5,0,0,0,5,5,0,3,0,0,0,11,0,1,0,0,2,2,0,0,1,0,0,0
OTU_130,0,0,0,0,0,11,0,0,4,2,19,11,0,5,3,0,0,2,0,0,9,0,0,8,0,1,0,33,4,0,0,2,0,0,0,10,0,0,30,0,0,0,0,0,12,6,0,0,0,0,3,0,5,8,0,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
OTU_131,6,15,0,0,9,22,0,0,1,0,0,0,0,1,7,21,0,3,0,24,0,6,9,6,0,0,33,8,0,0,0,18,0,10,0,0,0,0,0,22,0,0,15,0,3,136,2,2,0,61,3,5,21,0,5,0,0,0,0,10,0,0,0,0,7,24,33,1,0,3,5,0,0,0,0,0,0
OTU_132,0,0,0,6,0,11,26,18,0,8,0,0,19,0,0,2,0,0,23,6,0,0,0,3,0,12,37,4,0,13,0,0,0,19,12,3,7,0,0,5,4,0,7,0,13,0,0,11,0,6,0,12,5,0,52,0,0,13,0,0,0,0,0,6,0,0,8,0,6,0,4,0,2,1,0,0,8
OTU_133,0,0,0,0,0,0,48,2,0,0,7,10,6,15,8,0,4,16,3,18,0,0,0,0,0,0,20,0,8,0,8,0,0,0,0,0,49,0,9,6,0,37,0,0,4,0,3,0,0,3,0,0,0,5,0,1,0,3,0,0,12,0,0,0,0,0,9,0,2,0,2,12,0,43,0,5,10
OTU_134,0,0,0,0,0,6,0,0,0,0,5,0,0,4,45,0,0,0,21,0,0,0,4,0,0,1,6,0,24,0,4,0,8,0,23,8,7,8,0,0,7,6,0,0,17,0,0,0,7,7,0,12,0,4,0,0,0,0,10,7,9,0,0,0,37,0,5,0,0,4,12,0,16,2,5,5,0
OTU_135,18,0,2,4,0,0,0,0,0,2,3,3,0,3,3,0,25,0,12,0,4,0,0,0,2,23,0,0,0,5,1,0,0,0,0,19,0,0,2,8,2,0,0,5,1,8,0,8,0,0,0,7,0,15,0,0,12,0,2,0,0,1,8,0,0,0,1,61,0,0,1,0,0,0,4,2,0
OTU_136,0,0,0,0,0,2,0,2,0,47,1,0,7,0,5,0,0,18,0,15,3,0,0,0,0,0,9,0,0,0,4,0,7,0,73,1,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,12,12,17,9,10,0,0,0,0,0,1,0
OTU_137,0,0,0,0,29,0,0,9,0,0,0,1,4,0,11,0,24,5,0,3,0,0,0,0,5,1,0,0,0,0,4,0,0,4,0,0,0,9,0,10,0,0,0,9,0,0,3,0,0,0,0,2,0,0,19,0,0,7,0,18,7,0,16,0,0,2,1,0,22,0,0,16,0,0,0,16,0
OTU_138,0,0,0,4,4,17,21,6,0,0,29,0,0,0,0,0,4,26,0,3,0,0,6,4,23,61,0,1,5,0,7,0,0,0,0,0,0,7,13,0,4,1,0,0,1,10,0,4,2,0,33,0,0,0,0,8,3,0,0,6,0,2,1,6,10,22,0,2,0,0,6,6,0,0,0,11,5
OTU_139,35,18,0,0,16,0,25,0,0,0,0,9,0,5,0,7,2,0,3,0,35,18,0,6,0,4,0,4,7,11,17,0,0,0,7,25,0,0,9,7,18,0,4,0,0,0,3,0,0,9,0,5,8,0,0,0,0,0,1,0,0,5,0,0,4,4,31,9,4,5,0,0,0,0,0,0,0
OTU_140,3,13,0,0,0,26,0,3,0,14,6,5,0,3,10,1,0,4,0,1,7,0,7,32,8,0,0,13,0,9,0,13,0,0,14,0,0,3,0,0,0,9,17,0,3,0,0,14,0,0,0,12,5,0,0,0,0,5,2,4,0,12,0,0,3,0,0,0,6,0,0,12,3,7,0,0,2
OTU_141,0,0,0,0,7,0,0,0,2,0,0,0,0,0,9,0,14,0,0,0,2,2,14,5,18,24,3,16,0,0,0,0,0,0,0,0,0,9,10,8,0,2,0,0,0,6,0,0,0,0,0,6,46,0,0,0,0,0,21,10,0,9,0,12,18,0,39,0,13,0,0,0,0,4,1,0,0
OTU_142,0,0,2,11,0,15,21,0,0,0,0,6,9,0,0,0,0,0,6,0,1,27,12,1,0,18,0,36,9,1,10,0,4,0,1,19,0,0,6,0,0,0,4,2,0,0,7,0,0,0,6,0,31,0,10,0,0,3,3,0,0,0,0,0,1,0,0,5,5,11,32,0,0,1,0,0,3
OTU_143,4,0,0,0,0,41,0,4,27,7,9,0,0,36,12,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,5,6,12,0,0,22,0,0,0,0,0,21,0,2,0,0,19,0,0,0,0,8,0,0,0,0,6,2,32,0,28,24,18,3,10,2,0,0,4,0
OTU_144,0,0,0,6,14,0,0,0,0,78,71,0,0,19,0,0,18,10,0,0,0,12,0,0,5,8,0,4,15,0,4,0,0,0,16,0,0,5,5,0,5,0,0,0,0,7,0,0,3,6,0,7,0,0,0,0,19,6,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
OTU_145,8,6,6,8,1,0,8,8,0,23,5,0,0,0,9,0,25,0,0,6,0,14,5,0,0,0,0,0,4,4,0,0,10,0,0,16,0,0,47,0,3,0,0,16,0,7,11,2,62,5,0,0,3,3,0,0,3,51,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,2,0
OTU_146,6,0,3,1,6,0,0,0,0,3,10,14,8,0,11,18,0,14,0,0,0,0,12,0,0,2,9,3,216,0,6,4,0,0,8,0,5,0,29,9,1,12,0,0,0,0,0,0,3,0,27,0,0,8,5,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,11,0,0,1,0,6,17
OTU_147,0,0,1,0,12,0,0,0,0,0,0,0,6,0,3,0,0,0,3,33,5,0,3,0,0,9,7,0,0,0,0,17,8,13,5,0,2,0,0,4,6,0,0,10,0,0,0,0,6,26,0,0,7,0,4,0,1,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0
OTU_148,0,8,5,0,26,0,0,6,0,30,23,8,2,2,0,10,0,4,4,0,0,0,0,24,0,8,9,0,0,6,0,3,0,4,0,0,0,26,0,0,0,0,0,0,20,0,0,0,0,34,0,0,17,0,0,0,0,0,3,0,0,10,13,2,0,0,3,0,0,29,35,0,0,0,0,0,9
OTU_149,8,0,0,0,0,2,0,0,23,0,0,0,11,0,0,2,8,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,3,0,11,0,11,12,0,4,0,5,0,0,2,0,0,0,17,1,92,0,6,0,12,0,0,4,0,0,9,0,0,0,99,0,2,0,0,0,0,0,0,0
OTU_150,6,0,0,0,0,0,90,45,0,5,0,10,0,0,7,0,0,13,10,7,0,0,12,0,0,0,9,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,3,0,4,6,1,0,0,1,60,0,3,7,0,0,0,0,5,0,0,0,12,0,0,5,0,0,43,0,4,0,0,0,0,11
OTU_151,13,13,0,34,0,15,3,0,0,0,0,0,23,0,0,0,10,3,0,0,0,2,0,2,30,0,12,0,4,12,0,85,0,0,3,0,0,52,2,8,7,0,6,0,0,0,11,0,9,0,0,32,2,5,0,0,0,0,0,0,0,16,1,0,6,0,0,2,0,2,0,15,13,11,0,0,0
OTU_152,0,0,0,0,1,0,2,0,0,0,0,0,0,0,35,0,27,0,1,3,0,0,0,7,0,0,0,0,0,0,21,17,0,0,0,0,0,0,0,11,0,0,4,1,0,25,2,16,39,7,0,0,0,0,0,1,1,0,7,0,0,8,0,0,15,0,7,6,20,0,0,0,0,8,25,0,4
OTU_153,5,0,0,0,11,0,13,37,0,2,0,0,10,0,39,0,0,3,0,1,0,0,0,0,8,0,0,8,7,15,0,5,0,0,5,56,2,5,5,0,0,0,0,0,13,2,0,0,0,0,12,0,3,0,0,0,6,0,0,0,0,17,13,0,15,0,0,0,4,7,84,0,4,0,4,0,0
OTU_154,0,0,0,4,3,38,0,16,0,0,0,7,0,1,3,0,26,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,34,10,0,9,0,0,0,0,1,0,0,0,69,1,5,0,5,0,0,0,17,0,40,4,0,0,0,11,2,6,17,6,0,0,0,5,0,7,0,0,0,0,4,4
OTU_155,3,17,7,0,0,0,0,0,4,0,0,23,0,12,0,85,1,19,0,0,0,6,0,3,5,0,41,0,10,6,0,16,0,9,14,10,0,0,0,0,21,3,6,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,16,9,0,2,11,7,0,0,0,0,8,3,6,0,35,0,12,0
OTU_156,0,0,7,5,0,9,0,4,15,0,0,0,0,0,0,0,0,55,0,5,12,0,0,12,0,15,0,11,0,3,19,0,9,0,0,0,0,16,23,4,52,10,2,0,5,0,0,0,0,0,2,0,10,36,0,14,0,0,5,0,0,0,0,2,14,0,0,0,3,0,0,14,0,0,0,14,0
OTU_157,6,0,92,0,0,0,1,5,1,3,1,0,7,0,0,1,0,0,11,4,0,0,0,21,9,0,0,12,3,0,0,7,0,39,0,0,32,0,16,0,0,0,1,7,0,0,0,4,5,6,7,8,0,6,0,0,4,28,0,0,0,0,10,12,3,6,0,0,73,3,0,0,0,0,0,0,0
OTU_158,9,0,0,5,0,0,0,0,0,0,0,0,2,15,0,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,5,0,0,2,0,0,14,0,0,0,0,0,5,4,4,0,0,0,19,0,5,0,0,0,0,6,0,0,0,3,0,20,12,0,37,0,3,0,5,0,45,11,23,0,0,16,1
OTU_159,19,0,0,0,0,0,3,0,12,14,0,1,0,0,12,11,5,5,3,15,0,0,0,0,3,0,0,0,0,6,0,0,4,7,4,0,0,0,12,4,15,0,0,13,0,0,0,6,12,0,0,7,8,1,0,0,0,0,0,5,0,0,5,1,4,6,0,66,0,0,0,0,0,0,1,0,0
OTU_160,0,0,0,0,0,3,3,1,0,0,0,0,0,0,4,0,26,6,2,1,2,0,0,0,0,0,5,0,28,0,1,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,0,6,6,30,0,0,0,0,17,0,0,0,1,0,0,0,0,5,5,0,33,15,32,2,10,0,0,0,0,0,12
OTU_161,5,0,2,0,0,0,0,28,7,18,0,0,2,1,8,4,0,0,0,0,0,0,0,2,0,0,7,4,0,0,0,8,0,0,6,0,12,60,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,5,3,0,5,8,5,0,12,0,0,13,4,0,0
OTU_162,0,0,0,5,0,0,0,4,12,5,1,0,0,0,10,0,15,0,0,7,0,2,0,4,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,11,25,0,0,0,17,10,9,0,0,10,0,39,0,35,7,0,39,12,0,9,0,0,0,0,0,0,6,0,0,0,50,6,0,2,0
OTU_163,20,0,12,0,1,6,0,0,10,0,24,0,1,0,0,0,33,0,0,0,28,0,0,0,0,0,0,0,0,0,0,5,12,0,6,0,0,6,0,0,14,0,0,9,11,0,0,0,3,0,0,0,23,6,0,8,0,7,3,22,30,0,0,4,0,0,0,3,12,0,0,0,0,16,0,0,0
OTU_164,0,8,6,0,0,0,1,5,0,0,0,0,0,0,7,11,1,0,1,56,0,6,0,3,0,0,0,0,24,0,10,7,53,3,8,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,8,13,0,0,5,0,27,0,14,0,6,10,0,0,0,6,23,0,11,3,0,19,0,0,2,0,0
OTU_165,0,0,0,0,0,3,0,36,0,0,0,0,2,0,0,5,5,0,0,0,0,0,12,3,0,12,0,26,30,0,0,14,4,0,0,0,0,0,18,0,0,0,0,2,2,0,0,10,3,0,0,6,0,0,0,0,1,2,0,42,0,0,0,1,0,9,0,1,38,4,0,1,0,9,10,0,0
OTU_166,0,8,9,7,0,1,0,0,16,0,10,0,2,0,0,5,0,7,8,3,0,4,1,3,5,19,0,6,0,0,3,6,0,0,1,0,6,2,14,0,0,0,0,0,0,10,8,0,0,2,2,0,4,0,0,7,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,16,16
OTU_167,0,0,14,1,0,0,0,2,0,0,20,2,0,21,0,0,0,3,0,0,9,9,6,0,5,0,0,16,16,2,0,0,2,0,0,0,0,1,0,0,0,11,0,0,27,0,25,4,6,4,0,2,0,12,1,0,0,3,0,0,0,5,0,0,2,0,3,1,0,21,0,0,6,20,0,0,0
